countystate,county,price,state,FIPS
"Acadia County, LA",Acadia,3.172,LA,22001
"Allen County, LA",Allen,3.101,LA,22003
"Ascension County, LA",Ascension,3.143,LA,22005
"Assumption County, LA",Assumption,3.101,LA,22007
"Avoyelles County, LA",Avoyelles,3.101,LA,22009
"Beauregard County, LA",Beauregard,3.101,LA,22011
"Bienville County, LA",Bienville,3.101,LA,22013
"Bossier County, LA",Bossier,3.093,LA,22015
"Caddo County, LA",Caddo,3.099,LA,22017
"Calcasieu County, LA",Calcasieu,3.086,LA,22019
"Caldwell County, LA",Caldwell,3.101,LA,22021
"Cameron County, LA",Cameron,3.101,LA,22023
"Catahoula County, LA",Catahoula,3.101,LA,22025
"Claiborne County, LA",Claiborne,3.101,LA,22027
"Concordia County, LA",Concordia,3.159,LA,22029
"De Soto County, LA",De Soto,3.113,LA,22031
"East Baton Rouge County, LA",East Baton Rouge,3.062,LA,22033
"East Carroll County, LA",East Carroll,3.101,LA,22035
"East Feliciana County, LA",East Feliciana,3.101,LA,22037
"Evangeline County, LA",Evangeline,3.149,LA,22039
"Franklin County, LA",Franklin,3.089,LA,22041
"Grant County, LA",Grant,3.101,LA,22043
"Iberia County, LA",Iberia,3.134,LA,22045
"Iberville County, LA",Iberville,3.139,LA,22047
"Jackson County, LA",Jackson,3.101,LA,22049
"Jefferson County, LA",Jefferson,3.101,LA,22053
"Jefferson Davis County, LA",Jefferson Davis,3.012,LA,22053
"LaSalle County, LA",LaSalle,3.101,LA,22059
"Lafayette County, LA",Lafayette,3.09,LA,22055
"Lafourche County, LA",Lafourche,3.101,LA,22057
"Lincoln County, LA",Lincoln,3.129,LA,22061
"Livingston County, LA",Livingston,2.994,LA,22063
"Madison County, LA",Madison,3.114,LA,22065
"Morehouse County, LA",Morehouse,3.064,LA,22067
"Natchitoches County, LA",Natchitoches,3.127,LA,22069
"Orleans County, LA",Orleans,3.136,LA,22071
"Ouachita County, LA",Ouachita,2.981,LA,22073
"Plaquemines County, LA",Plaquemines,3.101,LA,22075
"Pointe Coupee County, LA",Pointe Coupee,3.184,LA,22077
"Rapides County, LA",Rapides,3.107,LA,22079
"Red River County, LA",Red River,3.101,LA,22081
"Richland County, LA",Richland,3.092,LA,22083
"Sabine County, LA",Sabine,3.234,LA,22085
"Saint Bernard County, LA",St. Bernard,3.066,LA,22087
"Saint Charles County, LA",St. Charles,3.117,LA,22089
"Saint Helena County, LA",St. Helena,3.101,LA,22091
"Saint James County, LA",St. James,3.109,LA,22093
"Saint Landry County, LA",St. Landry,3.079,LA,22097
"Saint Martin County, LA",St. Martin,3.074,LA,22099
"Saint Mary County, LA",St. Mary,3.101,LA,22101
"Saint Tammany County, LA",St. Tammany,3.111,LA,22103
"St. John the Baptist County, LA",St. John the Baptist,3.101,LA,22095
"Tangipahoa County, LA",Tangipahoa,3.114,LA,22105
"Tensas County, LA",Tensas,3.101,LA,22107
"Terrebonne County, LA",Terrebonne,3.213,LA,22109
"Union County, LA",Union,3.101,LA,22111
"Vermilion County, LA",Vermilion,3.167,LA,22113
"Vernon County, LA",Vernon,3.101,LA,22115
"Washington County, LA",Washington,3.179,LA,22117
"Webster County, LA",Webster,3.099,LA,22119
"West Baton Rouge County, LA",West Baton Rouge,3.138,LA,22121
"West Carroll County, LA",West Carroll,3.101,LA,22123
"West Feliciana County, LA",West Feliciana,3.101,LA,22125
"Winn County, LA",Winn,3.185,LA,22127
"Androscoggin County, ME",Androscoggin,3.401,ME,23001
"Aroostook County, ME",Aroostook,3.499,ME,23003
"Cumberland County, ME",Cumberland,3.431,ME,23005
"Franklin County, ME",Franklin,3.366,ME,23007
"Hancock County, ME",Hancock,3.474,ME,23009
"Kennebec County, ME",Kennebec,3.392,ME,23011
"Knox County, ME",Knox,3.41,ME,23013
"Lincoln County, ME",Lincoln,3.392,ME,23015
"Oxford County, ME",Oxford,3.438,ME,23017
"Penobscot County, ME",Penobscot,3.487,ME,23019
"Piscataquis County, ME",Piscataquis,3.435,ME,23021
"Sagadahoc County, ME",Sagadahoc,3.432,ME,23023
"Somerset County, ME",Somerset,3.334,ME,23025
"Waldo County, ME",Waldo,3.423,ME,23027
"Washington County, ME",Washington,3.427,ME,23029
"York County, ME",York,3.431,ME,23031
"Allegany County, MD",Allegany,3.357,MD,24001
"Anne Arundel County, MD",Anne Arundel,3.339,MD,24003
"Baltimore County, MD",Baltimore,3.33,MD,24510
"Baltimore City County, MD",Baltimore City,3.33,MD,24510
"Calvert County, MD",Calvert,3.296,MD,24009
"Caroline County, MD",Caroline,3.306,MD,24011
"Carroll County, MD",Carroll,3.276,MD,24013
"Cecil County, MD",Cecil,3.31,MD,24015
"Charles County, MD",Charles,3.295,MD,24017
"Dorchester County, MD",Dorchester,3.289,MD,24019
"Frederick County, MD",Frederick,3.306,MD,24021
"Garrett County, MD",Garrett,3.338,MD,24023
"Harford County, MD",Harford,3.307,MD,24025
"Howard County, MD",Howard,3.396,MD,24027
"Kent County, MD",Kent,3.351,MD,24029
"Montgomery County, MD",Montgomery,3.439,MD,24031
"Prince George's County, MD",Prince George's,3.363,MD,24033
"Queen Anne's County, MD",Queen Anne's,3.312,MD,24035
"Saint Mary's County, MD",St. Mary's,3.351,MD,24037
"Somerset County, MD",Somerset,3.351,MD,24039
"Talbot County, MD",Talbot,3.351,MD,24041
"Washington County, MD",Washington,3.351,MD,24043
"Wicomico County, MD",Wicomico,3.277,MD,24045
"Worcester County, MD",Worcester,3.304,MD,24047
"Barnstable County, MA",Barnstable,3.447,MA,25001
"Berkshire County, MA",Berkshire,3.408,MA,25003
"Bristol County, MA",Bristol,3.323,MA,25005
"Dukes County, MA",Dukes,4.299,MA,25007
"Essex County, MA",Essex,3.412,MA,25009
"Franklin County, MA",Franklin,3.345,MA,25011
"Hampden County, MA",Hampden,3.332,MA,25013
"Hampshire County, MA",Hampshire,3.395,MA,25015
"Middlesex County, MA",Middlesex,3.422,MA,25017
"Nantucket County, MA",Nantucket,3.411,MA,25019
"Norfolk County, MA",Norfolk,3.412,MA,25021
"Plymouth County, MA",Plymouth,3.401,MA,25023
"Suffolk County, MA",Suffolk,3.506,MA,25025
"Worcester County, MA",Worcester,3.407,MA,25027
"Alcona County, MI",Alcona,3.381,MI,26001
"Alger County, MI",Alger,3.381,MI,26003
"Allegan County, MI",Allegan,3.376,MI,26005
"Alpena County, MI",Alpena,3.288,MI,26007
"Antrim County, MI",Antrim,3.381,MI,26009
"Arenac County, MI",Arenac,3.499,MI,26011
"Baraga County, MI",Baraga,3.139,MI,26013
"Barry County, MI",Barry,3.489,MI,26015
"Bay County, MI",Bay,3.365,MI,26017
"Benzie County, MI",Benzie,3.464,MI,26019
"Berrien County, MI",Berrien,3.395,MI,26021
"Branch County, MI",Branch,3.396,MI,26023
"Calhoun County, MI",Calhoun,3.357,MI,26025
"Cass County, MI",Cass,3.404,MI,26027
"Charlevoix County, MI",Charlevoix,3.499,MI,26029
"Cheboygan County, MI",Cheboygan,3.499,MI,26031
"Chippewa County, MI",Chippewa,3.523,MI,26033
"Clare County, MI",Clare,3.379,MI,26035
"Clinton County, MI",Clinton,3.419,MI,26037
"Crawford County, MI",Crawford,3.349,MI,26039
"Delta County, MI",Delta,3.396,MI,26041
"Dickinson County, MI",Dickinson,3.233,MI,26043
"Eaton County, MI",Eaton,3.362,MI,26045
"Emmet County, MI",Emmet,3.499,MI,26047
"Genesee County, MI",Genesee,3.377,MI,26049
"Gladwin County, MI",Gladwin,3.377,MI,26051
"Gogebic County, MI",Gogebic,3.356,MI,26053
"Grand Traverse County, MI",Grand Traverse,3.422,MI,26055
"Gratiot County, MI",Gratiot,3.452,MI,26057
"Hillsdale County, MI",Hillsdale,3.328,MI,26059
"Houghton County, MI",Houghton,3.239,MI,26061
"Huron County, MI",Huron,3.412,MI,26063
"Ingham County, MI",Ingham,3.478,MI,26065
"Ionia County, MI",Ionia,3.357,MI,26067
"Iosco County, MI",Iosco,3.392,MI,26069
"Iron County, MI",Iron,3.381,MI,26071
"Isabella County, MI",Isabella,3.455,MI,26073
"Jackson County, MI",Jackson,3.377,MI,26075
"Kalamazoo County, MI",Kalamazoo,3.397,MI,26077
"Kalkaska County, MI",Kalkaska,3.443,MI,26079
"Kent County, MI",Kent,3.377,MI,26081
"Keweenaw County, MI",Keweenaw,3.299,MI,26083
"Lake County, MI",Lake,3.381,MI,26085
"Lapeer County, MI",Lapeer,3.391,MI,26087
"Leelanau County, MI",Leelanau,3.381,MI,26089
"Lenawee County, MI",Lenawee,3.309,MI,26091
"Livingston County, MI",Livingston,3.476,MI,26093
"Luce County, MI",Luce,3.299,MI,26095
"Mackinac County, MI",Mackinac,3.381,MI,26097
"Macomb County, MI",Macomb,3.382,MI,26099
"Manistee County, MI",Manistee,3.496,MI,26101
"Marquette County, MI",Marquette,3.43,MI,26103
"Mason County, MI",Mason,3.303,MI,26105
"Mecosta County, MI",Mecosta,3.335,MI,26107
"Menominee County, MI",Menominee,3.126,MI,26109
"Midland County, MI",Midland,3.376,MI,26111
"Missaukee County, MI",Missaukee,3.352,MI,26113
"Monroe County, MI",Monroe,3.214,MI,26115
"Montcalm County, MI",Montcalm,3.335,MI,26117
"Montmorency County, MI",Montmorency,3.374,MI,26119
"Muskegon County, MI",Muskegon,3.356,MI,26121
"Newaygo County, MI",Newaygo,3.2,MI,26123
"Oakland County, MI",Oakland,3.426,MI,26125
"Oceana County, MI",Oceana,3.319,MI,26127
"Ogemaw County, MI",Ogemaw,3.438,MI,26129
"Ontonagon County, MI",Ontonagon,3.381,MI,26131
"Osceola County, MI",Osceola,3.449,MI,26133
"Oscoda County, MI",Oscoda,3.381,MI,26135
"Otsego County, MI",Otsego,3.316,MI,26137
"Ottawa County, MI",Ottawa,3.324,MI,26139
"Presque Isle County, MI",Presque Isle,3.441,MI,26141
"Roscommon County, MI",Roscommon,3.354,MI,26143
"Saginaw County, MI",Saginaw,3.396,MI,26145
"Saint Clair County, MI",St. Clair,3.46,MI,26147
"Saint Joseph County, MI",St. Joseph,3.295,MI,26149
"Sanilac County, MI",Sanilac,3.352,MI,26151
"Schoolcraft County, MI",Schoolcraft,3.381,MI,26153
"Shiawassee County, MI",Shiawassee,3.3,MI,26155
"Tuscola County, MI",Tuscola,3.374,MI,26157
"Van Buren County, MI",Van Buren,3.425,MI,26159
"Washtenaw County, MI",Washtenaw,3.384,MI,26161
"Wayne County, MI",Wayne,3.346,MI,26163
"Wexford County, MI",Wexford,3.314,MI,26165
"Aitkin County, MN",Aitkin,3.171,MN,27001
"Anoka County, MN",Anoka,3.156,MN,27003
"Becker County, MN",Becker,3.199,MN,27005
"Beltrami County, MN",Beltrami,3.199,MN,27007
"Benton County, MN",Benton,3.173,MN,27009
"Big Stone County, MN",Big Stone,3.171,MN,27011
"Blue Earth County, MN",Blue Earth,3.144,MN,27013
"Brown County, MN",Brown,3.171,MN,27015
"Carlton County, MN",Carlton,3.175,MN,27017
"Carver County, MN",Carver,3.203,MN,27019
"Cass County, MN",Cass,3.171,MN,27021
"Chippewa County, MN",Chippewa,3.171,MN,27023
"Chisago County, MN",Chisago,3.166,MN,27025
"Clay County, MN",Clay,3.197,MN,27027
"Clearwater County, MN",Clearwater,3.074,MN,27029
"Cook County, MN",Cook,3.171,MN,27031
"Cottonwood County, MN",Cottonwood,3.299,MN,27033
"Crow Wing County, MN",Crow Wing,3.13,MN,27035
"Dakota County, MN",Dakota,3.149,MN,27037
"Dodge County, MN",Dodge,3.171,MN,27039
"Douglas County, MN",Douglas,3.199,MN,27041
"Faribault County, MN",Faribault,3.171,MN,27043
"Fillmore County, MN",Fillmore,3.171,MN,27045
"Freeborn County, MN",Freeborn,3.17,MN,27047
"Goodhue County, MN",Goodhue,3.137,MN,27049
"Grant County, MN",Grant,3.171,MN,27051
"Hennepin County, MN",Hennepin,3.17,MN,27053
"Houston County, MN",Houston,3.171,MN,27055
"Hubbard County, MN",Hubbard,3.171,MN,27057
"Isanti County, MN",Isanti,3.135,MN,27059
"Itasca County, MN",Itasca,3.142,MN,27061
"Jackson County, MN",Jackson,3.171,MN,27063
"Kanabec County, MN",Kanabec,3.029,MN,27065
"Kandiyohi County, MN",Kandiyohi,3.226,MN,27067
"Kittson County, MN",Kittson,3.171,MN,27069
"Koochiching County, MN",Koochiching,3.171,MN,27071
"Lac Qui Parle County, MN",Lac Qui Parle,3.171,MN,27073
"Lake County, MN",Lake,3.089,MN,27077
"Lake of the Woods County, MN",Lake of the Woods,3.199,MN,27077
"Le Sueur County, MN",Le Sueur,3.171,MN,27079
"Lincoln County, MN",Lincoln,3.171,MN,27081
"Lyon County, MN",Lyon,3.171,MN,27083
"Mahnomen County, MN",Mahnomen,3.171,MN,27087
"Marshall County, MN",Marshall,3.171,MN,27089
"Martin County, MN",Martin,3.171,MN,27091
"McLeod County, MN",McLeod,3.122,MN,27085
"Meeker County, MN",Meeker,3.299,MN,27093
"Mille Lacs County, MN",Mille Lacs,3.249,MN,27095
"Morrison County, MN",Morrison,3.106,MN,27097
"Mower County, MN",Mower,3.272,MN,27099
"Murray County, MN",Murray,3.171,MN,27101
"Nicollet County, MN",Nicollet,3.171,MN,27103
"Nobles County, MN",Nobles,3.171,MN,27105
"Norman County, MN",Norman,3.171,MN,27107
"Olmsted County, MN",Olmsted,3.24,MN,27109
"Otter Tail County, MN",Otter Tail,3.186,MN,27111
"Pennington County, MN",Pennington,3.171,MN,27113
"Pine County, MN",Pine,3.168,MN,27115
"Pipestone County, MN",Pipestone,3.171,MN,27117
"Polk County, MN",Polk,3.172,MN,27119
"Pope County, MN",Pope,3.171,MN,27121
"Ramsey County, MN",Ramsey,3.168,MN,27123
"Red Lake County, MN",Red Lake,3.171,MN,27125
"Redwood County, MN",Redwood,3.199,MN,27127
"Renville County, MN",Renville,3.171,MN,27129
"Rice County, MN",Rice,3.127,MN,27131
"Rock County, MN",Rock,3.299,MN,27133
"Roseau County, MN",Roseau,3.171,MN,27135
"Saint Louis County, MN",St. Louis,3.123,MN,27137
"Scott County, MN",Scott,3.192,MN,27139
"Sherburne County, MN",Sherburne,3.166,MN,27141
"Sibley County, MN",Sibley,3.171,MN,27143
"Stearns County, MN",Stearns,3.203,MN,27145
"Steele County, MN",Steele,3.087,MN,27147
"Stevens County, MN",Stevens,3.171,MN,27149
"Swift County, MN",Swift,3.171,MN,27151
"Todd County, MN",Todd,3.174,MN,27153
"Traverse County, MN",Traverse,3.171,MN,27155
"Wabasha County, MN",Wabasha,3.171,MN,27157
"Wadena County, MN",Wadena,3.199,MN,27159
"Waseca County, MN",Waseca,3.171,MN,27161
"Washington County, MN",Washington,3.16,MN,27163
"Watonwan County, MN",Watonwan,3.171,MN,27165
"Wilkin County, MN",Wilkin,3.171,MN,27167
"Winona County, MN",Winona,3.122,MN,27169
"Wright County, MN",Wright,3.182,MN,27171
"Yellow Medicine County, MN",Yellow Medicine,3.171,MN,27173
"Adams County, MS",Adams,3.245,MS,28001
"Alcorn County, MS",Alcorn,2.98,MS,28003
"Amite County, MS",Amite,3.058,MS,28005
"Attala County, MS",Attala,3.058,MS,28007
"Benton County, MS",Benton,3.058,MS,28009
"Bolivar County, MS",Bolivar,3.016,MS,28011
"Calhoun County, MS",Calhoun,3.058,MS,28013
"Carroll County, MS",Carroll,3.058,MS,28015
"Chickasaw County, MS",Chickasaw,3.058,MS,28017
"Choctaw County, MS",Choctaw,3.058,MS,28019
"Claiborne County, MS",Claiborne,3.058,MS,28021
"Clarke County, MS",Clarke,3.054,MS,28023
"Clay County, MS",Clay,2.989,MS,28025
"Coahoma County, MS",Coahoma,3.058,MS,28027
"Copiah County, MS",Copiah,3.155,MS,28029
"Covington County, MS",Covington,3.058,MS,28031
"DeSoto County, MS",DeSoto,2.983,MS,28033
"Forrest County, MS",Forrest,3.124,MS,28035
"Franklin County, MS",Franklin,3.058,MS,28037
"George County, MS",George,3.139,MS,28039
"Greene County, MS",Greene,3.058,MS,28041
"Grenada County, MS",Grenada,2.966,MS,28043
"Hancock County, MS",Hancock,3.045,MS,28045
"Harrison County, MS",Harrison,3.033,MS,28047
"Hinds County, MS",Hinds,3.15,MS,28049
"Holmes County, MS",Holmes,3.142,MS,28051
"Humphreys County, MS",Humphreys,3.058,MS,28053
"Issaquena County, MS",Issaquena,3.058,MS,28055
"Itawamba County, MS",Itawamba,2.999,MS,28057
"Jackson County, MS",Jackson,3.01,MS,28059
"Jasper County, MS",Jasper,3.058,MS,28061
"Jefferson County, MS",Jefferson,3.058,MS,28065
"Jefferson Davis County, MS",Jefferson Davis,3.058,MS,28065
"Jones County, MS",Jones,2.886,MS,28067
"Kemper County, MS",Kemper,3.058,MS,28069
"Lafayette County, MS",Lafayette,3.116,MS,28071
"Lamar County, MS",Lamar,3.058,MS,28073
"Lauderdale County, MS",Lauderdale,3.067,MS,28075
"Lawrence County, MS",Lawrence,3.058,MS,28077
"Leake County, MS",Leake,3.058,MS,28079
"Lee County, MS",Lee,2.994,MS,28081
"Leflore County, MS",Leflore,2.986,MS,28083
"Lincoln County, MS",Lincoln,3.162,MS,28085
"Lowndes County, MS",Lowndes,3.067,MS,28087
"Madison County, MS",Madison,3.113,MS,28089
"Marion County, MS",Marion,3.144,MS,28091
"Marshall County, MS",Marshall,3.058,MS,28093
"Monroe County, MS",Monroe,3.099,MS,28095
"Montgomery County, MS",Montgomery,3.099,MS,28097
"Neshoba County, MS",Neshoba,3.146,MS,28099
"Newton County, MS",Newton,3.058,MS,28101
"Noxubee County, MS",Noxubee,3.058,MS,28103
"Oktibbeha County, MS",Oktibbeha,3.058,MS,28105
"Panola County, MS",Panola,3.052,MS,28107
"Pearl River County, MS",Pearl River,3.059,MS,28109
"Perry County, MS",Perry,3.058,MS,28111
"Pike County, MS",Pike,3.083,MS,28113
"Pontotoc County, MS",Pontotoc,2.882,MS,28115
"Prentiss County, MS",Prentiss,2.976,MS,28117
"Quitman County, MS",Quitman,3.058,MS,28119
"Rankin County, MS",Rankin,3.097,MS,28121
"Scott County, MS",Scott,3.082,MS,28123
"Sharkey County, MS",Sharkey,3.129,MS,28125
"Simpson County, MS",Simpson,3.058,MS,28127
"Smith County, MS",Smith,3.058,MS,28129
"Stone County, MS",Stone,2.966,MS,28131
"Sunflower County, MS",Sunflower,3.058,MS,28133
"Tallahatchie County, MS",Tallahatchie,3.058,MS,28135
"Tate County, MS",Tate,2.982,MS,28137
"Tippah County, MS",Tippah,3.058,MS,28139
"Tishomingo County, MS",Tishomingo,3.058,MS,28141
"Tunica County, MS",Tunica,3.058,MS,28143
"Union County, MS",Union,3.004,MS,28145
"Walthall County, MS",Walthall,3.058,MS,28147
"Warren County, MS",Warren,3.038,MS,28149
"Washington County, MS",Washington,3.03,MS,28151
"Wayne County, MS",Wayne,2.972,MS,28153
"Webster County, MS",Webster,3.058,MS,28155
"Wilkinson County, MS",Wilkinson,3.058,MS,28157
"Winston County, MS",Winston,3.058,MS,28159
"Yalobusha County, MS",Yalobusha,3.058,MS,28161
"Yazoo County, MS",Yazoo,3.058,MS,28163
"Adair County, MO",Adair,3.101,MO,29001
"Andrew County, MO",Andrew,3.023,MO,29003
"Atchison County, MO",Atchison,3.101,MO,29005
"Audrain County, MO",Audrain,3.192,MO,29007
"Barry County, MO",Barry,3.054,MO,29009
"Barton County, MO",Barton,3.089,MO,29011
"Bates County, MO",Bates,3.101,MO,29013
"Benton County, MO",Benton,3.101,MO,29015
"Bollinger County, MO",Bollinger,3.101,MO,29017
"Boone County, MO",Boone,3.121,MO,29019
"Buchanan County, MO",Buchanan,3.035,MO,29021
"Butler County, MO",Butler,3.039,MO,29023
"Caldwell County, MO",Caldwell,3.101,MO,29025
"Callaway County, MO",Callaway,3.164,MO,29027
"Camden County, MO",Camden,3.112,MO,29029
"Cape Girardeau County, MO",Cape Girardeau,3.109,MO,29031
"Carroll County, MO",Carroll,3.101,MO,29033
"Carter County, MO",Carter,3.101,MO,29035
"Cass County, MO",Cass,3.024,MO,29037
"Cedar County, MO",Cedar,3.099,MO,29039
"Chariton County, MO",Chariton,3.101,MO,29041
"Christian County, MO",Christian,3.087,MO,29043
"Clark County, MO",Clark,3.099,MO,29045
"Clay County, MO",Clay,3.058,MO,29047
"Clinton County, MO",Clinton,2.993,MO,29049
"Cole County, MO",Cole,3.185,MO,29051
"Cooper County, MO",Cooper,3.032,MO,29053
"Crawford County, MO",Crawford,3.101,MO,29055
"Dade County, MO",Dade,3.101,MO,29057
"Dallas County, MO",Dallas,3.136,MO,29059
"Daviess County, MO",Daviess,3.101,MO,29061
"Dekalb County, MO",Dekalb,3.101,MO,29063
"Dent County, MO",Dent,3.149,MO,29065
"Douglas County, MO",Douglas,3.044,MO,29067
"Dunklin County, MO",Dunklin,3.101,MO,29069
"Franklin County, MO",Franklin,3.127,MO,29071
"Gasconade County, MO",Gasconade,3.101,MO,29073
"Gentry County, MO",Gentry,3.101,MO,29075
"Greene County, MO",Greene,3.134,MO,29077
"Grundy County, MO",Grundy,3.101,MO,29079
"Harrison County, MO",Harrison,3.101,MO,29081
"Henry County, MO",Henry,3.174,MO,29083
"Hickory County, MO",Hickory,3.101,MO,29085
"Holt County, MO",Holt,3.101,MO,29087
"Howard County, MO",Howard,3.101,MO,29089
"Howell County, MO",Howell,2.986,MO,29091
"Iron County, MO",Iron,3.101,MO,29093
"Jackson County, MO",Jackson,2.984,MO,29095
"Jasper County, MO",Jasper,3.014,MO,29097
"Jefferson County, MO",Jefferson,3.143,MO,29099
"Johnson County, MO",Johnson,2.969,MO,29101
"Knox County, MO",Knox,3.099,MO,29103
"Laclede County, MO",Laclede,3.056,MO,29105
"Lafayette County, MO",Lafayette,3.026,MO,29107
"Lawrence County, MO",Lawrence,3.119,MO,29109
"Lewis County, MO",Lewis,3.101,MO,29111
"Lincoln County, MO",Lincoln,3.101,MO,29113
"Linn County, MO",Linn,3.077,MO,29115
"Livingston County, MO",Livingston,3.101,MO,29117
"Macon County, MO",Macon,3.087,MO,29121
"Madison County, MO",Madison,3.101,MO,29123
"Maries County, MO",Maries,3.099,MO,29125
"Marion County, MO",Marion,3.008,MO,29127
"McDonald County, MO",McDonald,2.999,MO,29119
"Mercer County, MO",Mercer,3.101,MO,29129
"Miller County, MO",Miller,3.101,MO,29131
"Mississippi County, MO",Mississippi,3.089,MO,29133
"Moniteau County, MO",Moniteau,3.175,MO,29135
"Monroe County, MO",Monroe,3.101,MO,29137
"Montgomery County, MO",Montgomery,3.154,MO,29139
"Morgan County, MO",Morgan,3.192,MO,29141
"New Madrid County, MO",New Madrid,3.119,MO,29143
"Newton County, MO",Newton,3.017,MO,29145
"Nodaway County, MO",Nodaway,3.075,MO,29147
"Oregon County, MO",Oregon,3.269,MO,29149
"Osage County, MO",Osage,3.139,MO,29151
"Ozark County, MO",Ozark,3.101,MO,29153
"Pemiscot County, MO",Pemiscot,3.116,MO,29155
"Perry County, MO",Perry,3.009,MO,29157
"Pettis County, MO",Pettis,3.161,MO,29159
"Phelps County, MO",Phelps,3.106,MO,29161
"Pike County, MO",Pike,3.101,MO,29163
"Platte County, MO",Platte,2.979,MO,29165
"Polk County, MO",Polk,3.129,MO,29167
"Pulaski County, MO",Pulaski,3.144,MO,29169
"Putnam County, MO",Putnam,3.101,MO,29171
"Ralls County, MO",Ralls,3.101,MO,29173
"Randolph County, MO",Randolph,3.18,MO,29175
"Ray County, MO",Ray,3.101,MO,29177
"Reynolds County, MO",Reynolds,3.101,MO,29179
"Ripley County, MO",Ripley,3.026,MO,29181
"Saint Charles County, MO",St. Charles,3.042,MO,29183
"Saint Clair County, MO",St. Clair,3.469,MO,29185
"Saint Francois County, MO",St. Francois,3.101,MO,29187
"Saint Louis County, MO",St. Louis,3.103,MO,29510
"Saint Louis City County, MO",St. Louis City,3.103,MO,29510
"Ste. Genevieve County, MO",Ste. Genevieve,3.101,MO,29186
"Saline County, MO",Saline,3.149,MO,29195
"Schuyler County, MO",Schuyler,3.126,MO,29197
"Scotland County, MO",Scotland,3.101,MO,29199
"Scott County, MO",Scott,3.103,MO,29201
"Shannon County, MO",Shannon,3.101,MO,29203
"Shelby County, MO",Shelby,3.101,MO,29205
"Stoddard County, MO",Stoddard,3.101,MO,29207
"Stone County, MO",Stone,2.849,MO,29209
"Sullivan County, MO",Sullivan,3.101,MO,29211
"Taney County, MO",Taney,3.104,MO,29213
"Texas County, MO",Texas,3.149,MO,29215
"Vernon County, MO",Vernon,3.059,MO,29217
"Warren County, MO",Warren,3.174,MO,29219
"Washington County, MO",Washington,3.101,MO,29221
"Wayne County, MO",Wayne,3.101,MO,29223
"Webster County, MO",Webster,3.101,MO,29225
"Worth County, MO",Worth,3.101,MO,29227
"Wright County, MO",Wright,3.101,MO,29229
"Beaverhead County, MT",Beaverhead,3.394,MT,30001
"Big Horn County, MT",Big Horn,3.394,MT,30003
"Blaine County, MT",Blaine,3.394,MT,30005
"Broadwater County, MT",Broadwater,3.394,MT,30007
"Carbon County, MT",Carbon,3.394,MT,30009
"Carter County, MT",Carter,3.394,MT,30011
"Cascade County, MT",Cascade,3.446,MT,30013
"Chouteau County, MT",Chouteau,3.394,MT,30015
"Custer County, MT",Custer,3.309,MT,30017
"Daniels County, MT",Daniels,3.494,MT,30019
"Dawson County, MT",Dawson,3.089,MT,30021
"Deer Lodge County, MT",Deer Lodge,3.394,MT,30023
"Fallon County, MT",Fallon,3.394,MT,30025
"Fergus County, MT",Fergus,3.394,MT,30027
"Flathead County, MT",Flathead,3.48,MT,30029
"Gallatin County, MT",Gallatin,3.348,MT,30031
"Garfield County, MT",Garfield,3.394,MT,30033
"Glacier County, MT",Glacier,3.394,MT,30035
"Golden Valley County, MT",Golden Valley,3.394,MT,30037
"Granite County, MT",Granite,3.394,MT,30039
"Hill County, MT",Hill,3.382,MT,30041
"Jefferson County, MT",Jefferson,3.394,MT,30043
"Judith Basin County, MT",Judith Basin,3.394,MT,30045
"Lake County, MT",Lake,3.394,MT,30047
"Lewis and Clark County, MT",Lewis and Clark,3.35,MT,30049
"Liberty County, MT",Liberty,3.439,MT,30051
"Lincoln County, MT",Lincoln,3.435,MT,30053
"Madison County, MT",Madison,3.394,MT,30057
"McCone County, MT",McCone,3.394,MT,30055
"Meagher County, MT",Meagher,3.394,MT,30059
"Mineral County, MT",Mineral,3.394,MT,30061
"Missoula County, MT",Missoula,3.475,MT,30063
"Musselshell County, MT",Musselshell,3.394,MT,30065
"Park County, MT",Park,3.349,MT,30067
"Petroleum County, MT",Petroleum,3.394,MT,30069
"Phillips County, MT",Phillips,3.394,MT,30071
"Pondera County, MT",Pondera,3.394,MT,30073
"Powder River County, MT",Powder River,3.394,MT,30075
"Powell County, MT",Powell,3.394,MT,30077
"Prairie County, MT",Prairie,3.394,MT,30079
"Ravalli County, MT",Ravalli,3.472,MT,30081
"Richland County, MT",Richland,3.224,MT,30083
"Roosevelt County, MT",Roosevelt,3.394,MT,30085
"Rosebud County, MT",Rosebud,3.394,MT,30087
"Sanders County, MT",Sanders,3.394,MT,30089
"Sheridan County, MT",Sheridan,3.316,MT,30091
"Silver Bow County, MT",Silver Bow,3.389,MT,30093
"Stillwater County, MT",Stillwater,3.394,MT,30095
"Sweet Grass County, MT",Sweet Grass,3.394,MT,30097
"Teton County, MT",Teton,3.394,MT,30099
"Toole County, MT",Toole,3.394,MT,30101
"Treasure County, MT",Treasure,3.394,MT,30103
"Valley County, MT",Valley,3.292,MT,30105
"Wheatland County, MT",Wheatland,3.399,MT,30107
"Wibaux County, MT",Wibaux,3.394,MT,30109
"Yellowstone County, MT",Yellowstone,3.332,MT,30111
"Adams County, NE",Adams,3.429,NE,31001
"Antelope County, NE",Antelope,3.226,NE,31003
"Arthur County, NE",Arthur,3.226,NE,31005
"Banner County, NE",Banner,3.226,NE,31007
