countystate,county,price,state,FIPS
"Young County, TX",Young,3.046,TX,48503
"Zapata County, TX",Zapata,3.017,TX,48505
"Zavala County, TX",Zavala,3.017,TX,48507
"Beaver County, UT",Beaver,3.703,UT,49001
"Box Elder County, UT",Box Elder,3.642,UT,49003
"Cache County, UT",Cache,3.697,UT,49005
"Carbon County, UT",Carbon,3.234,UT,49007
"Daggett County, UT",Daggett,3.703,UT,49009
"Davis County, UT",Davis,3.692,UT,49011
"Duchesne County, UT",Duchesne,3.586,UT,49013
"Emery County, UT",Emery,3.703,UT,49015
"Garfield County, UT",Garfield,3.703,UT,49017
"Grand County, UT",Grand,3.703,UT,49019
"Iron County, UT",Iron,3.707,UT,49021
"Juab County, UT",Juab,3.633,UT,49023
"Kane County, UT",Kane,3.703,UT,49025
"Millard County, UT",Millard,3.549,UT,49027
"Morgan County, UT",Morgan,3.703,UT,49029
"Piute County, UT",Piute,3.703,UT,49031
"Rich County, UT",Rich,3.703,UT,49033
"Salt Lake County, UT",Salt Lake,3.698,UT,49035
"San Juan County, UT",San Juan,3.799,UT,49037
"Sanpete County, UT",Sanpete,3.654,UT,49039
"Sevier County, UT",Sevier,3.703,UT,49041
"Summit County, UT",Summit,3.703,UT,49043
"Tooele County, UT",Tooele,3.65,UT,49045
"Uintah County, UT",Uintah,3.703,UT,49047
"Utah County, UT",Utah,3.671,UT,49049
"Wasatch County, UT",Wasatch,3.744,UT,49051
"Washington County, UT",Washington,3.774,UT,49053
"Wayne County, UT",Wayne,3.999,UT,49055
"Weber County, UT",Weber,3.7,UT,49057
"Addison County, VT",Addison,3.399,VT,50001
"Bennington County, VT",Bennington,3.44,VT,50003
"Caledonia County, VT",Caledonia,3.459,VT,50005
"Chittenden County, VT",Chittenden,3.478,VT,50007
"Essex County, VT",Essex,3.44,VT,50009
"Franklin County, VT",Franklin,3.44,VT,50011
"Grand Isle County, VT",Grand Isle,3.44,VT,50013
"Lamoille County, VT",Lamoille,3.452,VT,50015
"Orange County, VT",Orange,3.44,VT,50017
"Orleans County, VT",Orleans,3.445,VT,50019
"Rutland County, VT",Rutland,3.404,VT,50021
"Washington County, VT",Washington,3.427,VT,50023
"Windham County, VT",Windham,3.364,VT,50025
"Windsor County, VT",Windsor,3.368,VT,50027
"Accomack County, VA",Accomack,3.273,VA,51001
"Albemarle County, VA",Albemarle,3.269,VA,51003
"Alexandria City County, VA",Alexandria City,3.454,VA,51510
"Alleghany County, VA",Alleghany,3.352,VA,51005
"Amelia County, VA",Amelia,3.273,VA,51007
"Amherst County, VA",Amherst,3.281,VA,51009
"Appomattox County, VA",Appomattox,3.213,VA,51011
"Arlington County, VA",Arlington,3.409,VA,51013
"Augusta County, VA",Augusta,3.296,VA,51015
"Bath County, VA",Bath,3.273,VA,51017
"Bedford County, VA",Bedford,3.262,VA,51019
"Bland County, VA",Bland,3.029,VA,51021
"Botetourt County, VA",Botetourt,3.241,VA,51023
"Bristol County, VA",Bristol,3.233,VA,51520
"Brunswick County, VA",Brunswick,3.159,VA,51025
"Buchanan County, VA",Buchanan,3.429,VA,51027
"Buckingham County, VA",Buckingham,3.273,VA,51029
"Buena Vista City County, VA",Buena Vista City,3.329,VA,51530
"Campbell County, VA",Campbell,3.254,VA,51031
"Caroline County, VA",Caroline,3.199,VA,51033
"Carroll County, VA",Carroll,3.284,VA,51035
"Charles City County, VA",Charles City,3.273,VA,51036
"Charlotte County, VA",Charlotte,3.273,VA,51540
"Charlottesville City County, VA",Charlottesville City,3.273,VA,51540
"Chesapeake City County, VA",Chesapeake City,3.239,VA,51550
"Chesterfield County, VA",Chesterfield,3.262,VA,51041
"Clarke County, VA",Clarke,3.314,VA,51043
"Colonial Heights City County, VA",Colonial Heights City,3.202,VA,51570
"Covington City County, VA",Covington City,3.273,VA,51580
"Craig County, VA",Craig,3.259,VA,51045
"Culpeper County, VA",Culpeper,3.292,VA,51047
"Cumberland County, VA",Cumberland,3.273,VA,51049
"Danville City County, VA",Danville City,3.14,VA,51590
"Dickenson County, VA",Dickenson,3.273,VA,51051
"Dinwiddie County, VA",Dinwiddie,3.207,VA,51053
"Emporia City County, VA",Emporia City,3.229,VA,51595
"Essex County, VA",Essex,3.189,VA,51057
"Fairfax County, VA",Fairfax,3.442,VA,51600
"Fairfax City County, VA",Fairfax City,3.442,VA,51600
"Falls Church City County, VA",Falls Church City,3.273,VA,51610
"Fauquier County, VA",Fauquier,3.257,VA,51061
"Floyd County, VA",Floyd,3.273,VA,51063
"Fluvanna County, VA",Fluvanna,3.273,VA,51065
"Franklin County, VA",Franklin,3.237,VA,51620
"Franklin City County, VA",Franklin City,3.237,VA,51620
"Frederick County, VA",Frederick,3.298,VA,51630
"Fredericksburg City County, VA",Fredericksburg City,3.273,VA,51630
"Galax City County, VA",Galax City,3.198,VA,51640
"Giles County, VA",Giles,3.273,VA,51071
"Gloucester County, VA",Gloucester,3.172,VA,51073
"Goochland County, VA",Goochland,3.277,VA,51075
"Grayson County, VA",Grayson,3.273,VA,51077
"Greene County, VA",Greene,3.259,VA,51079
"Greensville County, VA",Greensville,3.159,VA,51081
"Halifax County, VA",Halifax,3.107,VA,51083
"Hampton City County, VA",Hampton City,3.213,VA,51650
"Hanover County, VA",Hanover,3.267,VA,51085
"Harrisonburg City County, VA",Harrisonburg City,3.295,VA,51660
"Henrico County, VA",Henrico,3.242,VA,51087
"Henry County, VA",Henry,3.184,VA,51089
"Highland County, VA",Highland,3.273,VA,51091
"Hopewell City County, VA",Hopewell City,3.274,VA,51670
"Isle of Wight County, VA",Isle of Wight,3.339,VA,51093
"James City County, VA",James City,3.237,VA,51095
"King and Queen County, VA",King and Queen,3.273,VA,51097
"King George County, VA",King George,3.228,VA,51099
"King William County, VA",King William,3.273,VA,51101
"Lancaster County, VA",Lancaster,3.273,VA,51103
"Lee County, VA",Lee,3.217,VA,51105
"Lexington City County, VA",Lexington City,3.273,VA,51678
"Loudoun County, VA",Loudoun,3.331,VA,51107
"Louisa County, VA",Louisa,3.273,VA,51109
"Lunenburg County, VA",Lunenburg,3.273,VA,51111
"Lynchburg City County, VA",Lynchburg City,3.284,VA,51680
"Madison County, VA",Madison,3.359,VA,51113
"Manassas City County, VA",Manassas City,3.273,VA,51683
"Manassas Park City County, VA",Manassas Park City,3.273,VA,51685
"Martinsville City County, VA",Martinsville City,3.205,VA,51690
"Mathews County, VA",Mathews,3.273,VA,51115
"Mecklenburg County, VA",Mecklenburg,3.247,VA,51117
"Middlesex County, VA",Middlesex,3.273,VA,51119
"Montgomery County, VA",Montgomery,3.313,VA,51121
"Nelson County, VA",Nelson,3.273,VA,51125
"New Kent County, VA",New Kent,3.273,VA,51127
"Newport News City County, VA",Newport News City,3.273,VA,51700
"Norfolk City County, VA",Norfolk City,3.273,VA,51710
"Northampton County, VA",Northampton,3.273,VA,51131
"Northumberland County, VA",Northumberland,3.273,VA,51133
"Norton City County, VA",Norton City,3.273,VA,51720
"Nottoway County, VA",Nottoway,3.25,VA,51135
"Orange County, VA",Orange,3.158,VA,51137
"Page County, VA",Page,3.273,VA,51139
"Patrick County, VA",Patrick,3.273,VA,51141
"Petersburg City County, VA",Petersburg City,3.207,VA,51730
"Pittsylvania County, VA",Pittsylvania,3.273,VA,51143
"Poquoson City County, VA",Poquoson City,3.273,VA,51735
"Portsmouth City County, VA",Portsmouth City,3.268,VA,51740
"Powhatan County, VA",Powhatan,3.242,VA,51145
"Prince Edward County, VA",Prince Edward,3.289,VA,51147
"Prince George County, VA",Prince George,3.168,VA,51149
"Prince William County, VA",Prince William,3.275,VA,51153
"Pulaski County, VA",Pulaski,3.294,VA,51155
"Rappahannock County, VA",Rappahannock,3.273,VA,51157
"Richmond County, VA",Richmond,3.179,VA,51760
"Richmond City County, VA",Richmond City,3.179,VA,51760
"Roanoke County, VA",Roanoke,3.174,VA,51770
"Roanoke City County, VA",Roanoke City,3.174,VA,51770
"Rockbridge County, VA",Rockbridge,3.303,VA,51163
"Rockingham County, VA",Rockingham,3.328,VA,51165
"Russell County, VA",Russell,3.273,VA,51167
"Salem County, VA",Salem,3.33,VA,51775
"Scott County, VA",Scott,3.087,VA,51169
"Shenandoah County, VA",Shenandoah,3.279,VA,51171
"Smyth County, VA",Smyth,3.225,VA,51173
"Southampton County, VA",Southampton,3.159,VA,51175
"Spotsylvania County, VA",Spotsylvania,3.195,VA,51177
"Stafford County, VA",Stafford,3.242,VA,51179
"Staunton City County, VA",Staunton City,3.273,VA,51790
"Suffolk City County, VA",Suffolk City,3.217,VA,51800
"Surry County, VA",Surry,3.273,VA,51181
"Sussex County, VA",Sussex,3.247,VA,51183
"Tazewell County, VA",Tazewell,3.216,VA,51185
"Virginia Beach City County, VA",Virginia Beach City,3.273,VA,51810
"Warren County, VA",Warren,3.197,VA,51187
"Washington County, VA",Washington,3.25,VA,51191
"Waynesboro City County, VA",Waynesboro City,3.244,VA,51820
"Westmoreland County, VA",Westmoreland,3.273,VA,51193
"Williamsburg City County, VA",Williamsburg City,3.273,VA,51830
"Winchester City County, VA",Winchester City,3.273,VA,51840
"Wise County, VA",Wise,3.273,VA,51195
"Wythe County, VA",Wythe,3.207,VA,51197
"York County, VA",York,3.221,VA,51199
"Radford City County, VA",Radford City,3.219,VA,51750
"Adams County, WA",Adams,3.887,WA,53001
"Asotin County, WA",Asotin,3.299,WA,53003
"Benton County, WA",Benton,3.635,WA,53005
"Chelan County, WA",Chelan,3.595,WA,53007
"Clallam County, WA",Clallam,3.926,WA,53009
"Clark County, WA",Clark,3.667,WA,53011
"Columbia County, WA",Columbia,3.887,WA,53013
"Cowlitz County, WA",Cowlitz,3.876,WA,53015
"Douglas County, WA",Douglas,3.592,WA,53017
"Ferry County, WA",Ferry,3.574,WA,53019
"Franklin County, WA",Franklin,3.594,WA,53021
"Garfield County, WA",Garfield,3.887,WA,53023
"Grant County, WA",Grant,3.662,WA,53025
"Grays Harbor County, WA",Grays Harbor,3.876,WA,53027
"Island County, WA",Island,3.689,WA,53029
"Jefferson County, WA",Jefferson,4.034,WA,53031
"King County, WA",King,4.021,WA,53033
"Kitsap County, WA",Kitsap,3.83,WA,53035
"Kittitas County, WA",Kittitas,3.627,WA,53037
"Klickitat County, WA",Klickitat,3.887,WA,53039
"Lewis County, WA",Lewis,3.855,WA,53041
"Lincoln County, WA",Lincoln,3.887,WA,53043
"Mason County, WA",Mason,4.082,WA,53045
"Okanogan County, WA",Okanogan,3.699,WA,53047
"Pacific County, WA",Pacific,3.945,WA,53049
"Pend Oreille County, WA",Pend Oreille,3.459,WA,53051
"Pierce County, WA",Pierce,3.862,WA,53053
"San Juan County, WA",San Juan,4.296,WA,53055
"Skagit County, WA",Skagit,3.725,WA,53057
"Skamania County, WA",Skamania,3.887,WA,53059
"Snohomish County, WA",Snohomish,3.915,WA,53061
"Spokane County, WA",Spokane,3.521,WA,53063
"Stevens County, WA",Stevens,3.599,WA,53065
"Thurston County, WA",Thurston,3.913,WA,53067
"Wahkiakum County, WA",Wahkiakum,3.887,WA,53069
"Walla Walla County, WA",Walla Walla,3.589,WA,53071
"Whatcom County, WA",Whatcom,3.731,WA,53073
"Whitman County, WA",Whitman,3.777,WA,53075
"Yakima County, WA",Yakima,3.706,WA,53077
"Barbour County, WV",Barbour,3.328,WV,54001
"Berkeley County, WV",Berkeley,3.394,WV,54003
"Boone County, WV",Boone,3.299,WV,54005
"Braxton County, WV",Braxton,3.328,WV,54007
"Brooke County, WV",Brooke,3.328,WV,54009
"Cabell County, WV",Cabell,3.312,WV,54011
"Calhoun County, WV",Calhoun,3.328,WV,54013
"Clay County, WV",Clay,3.328,WV,54015
"Doddridge County, WV",Doddridge,3.328,WV,54017
"Fayette County, WV",Fayette,3.249,WV,54019
"Gilmer County, WV",Gilmer,3.328,WV,54021
"Grant County, WV",Grant,3.328,WV,54023
"Greenbrier County, WV",Greenbrier,3.184,WV,54025
"Hampshire County, WV",Hampshire,3.328,WV,54027
"Hancock County, WV",Hancock,3.313,WV,54029
"Hardy County, WV",Hardy,3.328,WV,54031
"Harrison County, WV",Harrison,3.343,WV,54033
"Jackson County, WV",Jackson,3.399,WV,54035
"Jefferson County, WV",Jefferson,3.382,WV,54037
"Kanawha County, WV",Kanawha,3.335,WV,54039
"Lewis County, WV",Lewis,3.267,WV,54041
"Lincoln County, WV",Lincoln,3.328,WV,54043
"Logan County, WV",Logan,3.399,WV,54045
"Marion County, WV",Marion,3.255,WV,54049
"Marshall County, WV",Marshall,3.22,WV,54051
"Mason County, WV",Mason,3.308,WV,54053
"McDowell County, WV",McDowell,3.328,WV,54047
"Mercer County, WV",Mercer,3.389,WV,54055
"Mineral County, WV",Mineral,3.344,WV,54057
"Mingo County, WV",Mingo,3.328,WV,54059
"Monongalia County, WV",Monongalia,3.335,WV,54061
"Monroe County, WV",Monroe,3.328,WV,54063
"Morgan County, WV",Morgan,3.399,WV,54065
"Nicholas County, WV",Nicholas,3.399,WV,54067
"Ohio County, WV",Ohio,3.356,WV,54069
"Pendleton County, WV",Pendleton,3.328,WV,54071
"Pleasants County, WV",Pleasants,3.336,WV,54073
"Pocahontas County, WV",Pocahontas,3.328,WV,54075
"Preston County, WV",Preston,3.372,WV,54077
"Putnam County, WV",Putnam,3.386,WV,54079
"Raleigh County, WV",Raleigh,3.328,WV,54081
"Randolph County, WV",Randolph,3.294,WV,54083
"Ritchie County, WV",Ritchie,3.309,WV,54085
"Roane County, WV",Roane,3.332,WV,54087
"Summers County, WV",Summers,3.328,WV,54089
"Taylor County, WV",Taylor,3.328,WV,54091
"Tucker County, WV",Tucker,3.328,WV,54093
"Tyler County, WV",Tyler,3.328,WV,54095
"Upshur County, WV",Upshur,3.328,WV,54097
"Wayne County, WV",Wayne,3.279,WV,54099
"Webster County, WV",Webster,3.328,WV,54101
"Wetzel County, WV",Wetzel,3.359,WV,54103
"Wirt County, WV",Wirt,3.328,WV,54105
"Wood County, WV",Wood,3.218,WV,54107
"Wyoming County, WV",Wyoming,3.339,WV,54109
"Adams County, WI",Adams,3.199,WI,55001
"Ashland County, WI",Ashland,3.118,WI,55003
"Barron County, WI",Barron,3.268,WI,55005
"Bayfield County, WI",Bayfield,3.279,WI,55007
"Brown County, WI",Brown,3.08,WI,55009
"Buffalo County, WI",Buffalo,3.118,WI,55011
"Burnett County, WI",Burnett,3.219,WI,55013
"Calumet County, WI",Calumet,3.087,WI,55015
"Chippewa County, WI",Chippewa,3.099,WI,55017
"Clark County, WI",Clark,3.144,WI,55019
"Columbia County, WI",Columbia,3.114,WI,55021
"Crawford County, WI",Crawford,3.199,WI,55023
"Dane County, WI",Dane,3.076,WI,55025
"Dodge County, WI",Dodge,3.161,WI,55027
"Door County, WI",Door,3.21,WI,55029
"Douglas County, WI",Douglas,3.118,WI,55031
"Dunn County, WI",Dunn,3.269,WI,55033
"Eau Claire County, WI",Eau Claire,3.101,WI,55035
"Florence County, WI",Florence,3.118,WI,55037
"Fond du Lac County, WI",Fond du Lac,2.942,WI,55039
"Forest County, WI",Forest,3.118,WI,55041
"Grant County, WI",Grant,3.149,WI,55043
"Green County, WI",Green,3.158,WI,55047
"Green Lake County, WI",Green Lake,3.149,WI,55047
"Iowa County, WI",Iowa,3.199,WI,55049
"Iron County, WI",Iron,3.118,WI,55051
"Jackson County, WI",Jackson,3.222,WI,55053
"Jefferson County, WI",Jefferson,3.115,WI,55055
"Juneau County, WI",Juneau,3.114,WI,55057
"Kenosha County, WI",Kenosha,3.18,WI,55059
"Kewaunee County, WI",Kewaunee,3.169,WI,55061
"La Crosse County, WI",La Crosse,3.183,WI,55063
"Lafayette County, WI",Lafayette,3.149,WI,55065
"Langlade County, WI",Langlade,3.134,WI,55067
"Lincoln County, WI",Lincoln,3.102,WI,55069
"Manitowoc County, WI",Manitowoc,3.15,WI,55071
"Marathon County, WI",Marathon,3.035,WI,55073
"Marinette County, WI",Marinette,3.139,WI,55075
"Marquette County, WI",Marquette,3.118,WI,55077
"Menominee County, WI",Menominee,3.118,WI,55078
"Milwaukee County, WI",Milwaukee,3.108,WI,55079
"Monroe County, WI",Monroe,3.149,WI,55081
"Oconto County, WI",Oconto,3.136,WI,55083
"Oneida County, WI",Oneida,3.234,WI,55085
"Outagamie County, WI",Outagamie,3.033,WI,55087
"Ozaukee County, WI",Ozaukee,3.207,WI,55089
"Pepin County, WI",Pepin,3.118,WI,55091
"Pierce County, WI",Pierce,3.217,WI,55093
"Polk County, WI",Polk,3.122,WI,55095
"Portage County, WI",Portage,3.118,WI,55097
"Price County, WI",Price,3.118,WI,55099
"Racine County, WI",Racine,3.154,WI,55101
"Richland County, WI",Richland,3.118,WI,55103
"Rock County, WI",Rock,3.09,WI,55105
"Rusk County, WI",Rusk,3.164,WI,55107
"Saint Croix County, WI",St. Croix,3.299,WI,55109
"Sauk County, WI",Sauk,3.094,WI,55111
"Sawyer County, WI",Sawyer,3.118,WI,55113
"Shawano County, WI",Shawano,3.142,WI,55115
"Sheboygan County, WI",Sheboygan,3.095,WI,55117
"Taylor County, WI",Taylor,3.118,WI,55119
"Trempealeau County, WI",Trempealeau,3.176,WI,55121
"Vernon County, WI",Vernon,3.118,WI,55123
"Vilas County, WI",Vilas,3.254,WI,55125
"Walworth County, WI",Walworth,3.116,WI,55127
"Washburn County, WI",Washburn,3.176,WI,55129
"Washington County, WI",Washington,3.078,WI,55131
"Waukesha County, WI",Waukesha,3.068,WI,55133
"Waupaca County, WI",Waupaca,3.087,WI,55135
"Waushara County, WI",Waushara,3.016,WI,55137
"Winnebago County, WI",Winnebago,3.011,WI,55139
"Wood County, WI",Wood,3.133,WI,55141
"Albany County, WY",Albany,3.064,WY,56001
"Big Horn County, WY",Big Horn,3.433,WY,56003
"Campbell County, WY",Campbell,3.009,WY,56005
"Carbon County, WY",Carbon,3.622,WY,56007
"Converse County, WY",Converse,3.433,WY,56009
"Crook County, WY",Crook,3.416,WY,56011
"Fremont County, WY",Fremont,3.597,WY,56013
"Goshen County, WY",Goshen,3.172,WY,56015
"Hot Springs County, WY",Hot Springs,3.489,WY,56017
"Johnson County, WY",Johnson,3.477,WY,56019
"Laramie County, WY",Laramie,3.392,WY,56021
"Lincoln County, WY",Lincoln,3.786,WY,56023
"Natrona County, WY",Natrona,3.304,WY,56025
"Niobrara County, WY",Niobrara,3.433,WY,56027
"Park County, WY",Park,3.523,WY,56029
"Platte County, WY",Platte,3.433,WY,56031
"Sheridan County, WY",Sheridan,3.279,WY,56033
"Sublette County, WY",Sublette,3.433,WY,56035
"Sweetwater County, WY",Sweetwater,3.595,WY,56037
"Teton County, WY",Teton,3.932,WY,56039
"Uinta County, WY",Uinta,3.691,WY,56041
"Washakie County, WY",Washakie,3.584,WY,56043
"Weston County, WY",Weston,3.407,WY,56045
